accession	TF	annotationSource	description	#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species
ENCFF683NVY	bab1	directAnnotation	gene is directly annotated	ENCFF683NVY	ENCFF683NVY	ENCFF683NVY	chip	2.0	bab1	0	None	None	1	None	None
ENCFF520RIJ	bab1	directAnnotation	gene is directly annotated	ENCFF520RIJ	ENCFF520RIJ	ENCFF520RIJ	chip	2.0	bab1	0	None	None	1	None	None
ENCFF640VQK	bab1	directAnnotation	gene is directly annotated	ENCFF640VQK	ENCFF640VQK	ENCFF640VQK	chip	2.0	bab1	0	None	None	1	None	None
ENCFF127SSK	bab1	directAnnotation	gene is directly annotated	ENCFF127SSK	ENCFF127SSK	ENCFF127SSK	chip	2.0	bab1	0	None	None	1	None	None
ENCFF227PJM	salm	directAnnotation	gene is directly annotated	ENCFF227PJM	ENCFF227PJM	ENCFF227PJM	chip	2.0	salm	0	None	None	1	None	None
ENCFF787KUL	salm	directAnnotation	gene is directly annotated	ENCFF787KUL	ENCFF787KUL	ENCFF787KUL	chip	2.0	salm	0	None	None	1	None	None
ENCFF596BEY	salm	directAnnotation	gene is directly annotated	ENCFF596BEY	ENCFF596BEY	ENCFF596BEY	chip	2.0	salm	0	None	None	1	None	None
ENCFF117UMY	oc	directAnnotation	gene is directly annotated	ENCFF117UMY	ENCFF117UMY	ENCFF117UMY	chip	2.0	oc	0	None	None	1	None	None
ENCFF161GHI	oc	directAnnotation	gene is directly annotated	ENCFF161GHI	ENCFF161GHI	ENCFF161GHI	chip	2.0	oc	0	None	None	1	None	None
ENCFF909ZFC	oc	directAnnotation	gene is directly annotated	ENCFF909ZFC	ENCFF909ZFC	ENCFF909ZFC	chip	2.0	oc	0	None	None	1	None	None
ENCFF559XUK	da	directAnnotation	gene is directly annotated	ENCFF559XUK	ENCFF559XUK	ENCFF559XUK	chip	2.0	da	0	None	None	1	None	None
ENCFF520NMO	da	directAnnotation	gene is directly annotated	ENCFF520NMO	ENCFF520NMO	ENCFF520NMO	chip	2.0	da	0	None	None	1	None	None
ENCFF179TFF	da	directAnnotation	gene is directly annotated	ENCFF179TFF	ENCFF179TFF	ENCFF179TFF	chip	2.0	da	0	None	None	1	None	None
ENCFF141LFA	PHDP	directAnnotation	gene is directly annotated	ENCFF141LFA	ENCFF141LFA	ENCFF141LFA	chip	2.0	PHDP	0	None	None	1	None	None
ENCFF401WEH	PHDP	directAnnotation	gene is directly annotated	ENCFF401WEH	ENCFF401WEH	ENCFF401WEH	chip	2.0	PHDP	0	None	None	1	None	None
ENCFF840WST	PHDP	directAnnotation	gene is directly annotated	ENCFF840WST	ENCFF840WST	ENCFF840WST	chip	2.0	PHDP	0	None	None	1	None	None
ENCFF221WTN	PHDP	directAnnotation	gene is directly annotated	ENCFF221WTN	ENCFF221WTN	ENCFF221WTN	chip	2.0	PHDP	0	None	None	1	None	None
ENCFF929DXU	Max	directAnnotation	gene is directly annotated	ENCFF929DXU	ENCFF929DXU	ENCFF929DXU	chip	2.0	Max	0	None	None	1	None	None
ENCFF454TKF	Max	directAnnotation	gene is directly annotated	ENCFF454TKF	ENCFF454TKF	ENCFF454TKF	chip	2.0	Max	0	None	None	1	None	None
ENCFF103QSL	Max	directAnnotation	gene is directly annotated	ENCFF103QSL	ENCFF103QSL	ENCFF103QSL	chip	2.0	Max	0	None	None	1	None	None
ENCFF770GOL	CG9609	directAnnotation	gene is directly annotated	ENCFF770GOL	ENCFF770GOL	ENCFF770GOL	chip	2.0	CG9609	0	None	None	1	None	None
ENCFF167JBC	CG9609	directAnnotation	gene is directly annotated	ENCFF167JBC	ENCFF167JBC	ENCFF167JBC	chip	2.0	CG9609	0	None	None	1	None	None
ENCFF893ROO	CG9609	directAnnotation	gene is directly annotated	ENCFF893ROO	ENCFF893ROO	ENCFF893ROO	chip	2.0	CG9609	0	None	None	1	None	None
ENCFF014BWB	CG9609	directAnnotation	gene is directly annotated	ENCFF014BWB	ENCFF014BWB	ENCFF014BWB	chip	2.0	CG9609	0	None	None	1	None	None
ENCFF061NYC	mam	directAnnotation	gene is directly annotated	ENCFF061NYC	ENCFF061NYC	ENCFF061NYC	chip	2.0	mam	0	None	None	1	None	None
ENCFF135EBL	mam	directAnnotation	gene is directly annotated	ENCFF135EBL	ENCFF135EBL	ENCFF135EBL	chip	2.0	mam	0	None	None	1	None	None
ENCFF154CFV	mam	directAnnotation	gene is directly annotated	ENCFF154CFV	ENCFF154CFV	ENCFF154CFV	chip	2.0	mam	0	None	None	1	None	None
ENCFF116MJJ	mam	directAnnotation	gene is directly annotated	ENCFF116MJJ	ENCFF116MJJ	ENCFF116MJJ	chip	2.0	mam	0	None	None	1	None	None
ENCFF880LJQ	insv	directAnnotation	gene is directly annotated	ENCFF880LJQ	ENCFF880LJQ	ENCFF880LJQ	chip	2.0	insv	0	None	None	1	None	None
ENCFF144AVI	insv	directAnnotation	gene is directly annotated	ENCFF144AVI	ENCFF144AVI	ENCFF144AVI	chip	2.0	insv	0	None	None	1	None	None
ENCFF717AUR	insv	directAnnotation	gene is directly annotated	ENCFF717AUR	ENCFF717AUR	ENCFF717AUR	chip	2.0	insv	0	None	None	1	None	None
ENCFF475MPI	insv	directAnnotation	gene is directly annotated	ENCFF475MPI	ENCFF475MPI	ENCFF475MPI	chip	2.0	insv	0	None	None	1	None	None
ENCFF696DHS	CG3995	directAnnotation	gene is directly annotated	ENCFF696DHS	ENCFF696DHS	ENCFF696DHS	chip	2.0	CG3995	0	None	None	1	None	None
ENCFF859NHS	CG3995	directAnnotation	gene is directly annotated	ENCFF859NHS	ENCFF859NHS	ENCFF859NHS	chip	2.0	CG3995	0	None	None	1	None	None
ENCFF082WZL	CG3995	directAnnotation	gene is directly annotated	ENCFF082WZL	ENCFF082WZL	ENCFF082WZL	chip	2.0	CG3995	0	None	None	1	None	None
ENCFF132BSC	CG3995	directAnnotation	gene is directly annotated	ENCFF132BSC	ENCFF132BSC	ENCFF132BSC	chip	2.0	CG3995	0	None	None	1	None	None
ENCFF480GCJ	CG12391	directAnnotation	gene is directly annotated	ENCFF480GCJ	ENCFF480GCJ	ENCFF480GCJ	chip	2.0	CG12391	0	None	None	1	None	None
ENCFF895ZTM	CG12391	directAnnotation	gene is directly annotated	ENCFF895ZTM	ENCFF895ZTM	ENCFF895ZTM	chip	2.0	CG12391	0	None	None	1	None	None
ENCFF962QZL	CG12391	directAnnotation	gene is directly annotated	ENCFF962QZL	ENCFF962QZL	ENCFF962QZL	chip	2.0	CG12391	0	None	None	1	None	None
ENCFF587CHJ	CG12391	directAnnotation	gene is directly annotated	ENCFF587CHJ	ENCFF587CHJ	ENCFF587CHJ	chip	2.0	CG12391	0	None	None	1	None	None
ENCFF550TJX	dpn	directAnnotation	gene is directly annotated	ENCFF550TJX	ENCFF550TJX	ENCFF550TJX	chip	2.0	dpn	0	None	None	1	None	None
ENCFF963RNY	dpn	directAnnotation	gene is directly annotated	ENCFF963RNY	ENCFF963RNY	ENCFF963RNY	chip	2.0	dpn	0	None	None	1	None	None
ENCFF225ZRB	dpn	directAnnotation	gene is directly annotated	ENCFF225ZRB	ENCFF225ZRB	ENCFF225ZRB	chip	2.0	dpn	0	None	None	1	None	None
ENCFF462GSZ	dpn	directAnnotation	gene is directly annotated	ENCFF462GSZ	ENCFF462GSZ	ENCFF462GSZ	chip	2.0	dpn	0	None	None	1	None	None
ENCFF291UMW	dmrt93B	directAnnotation	gene is directly annotated	ENCFF291UMW	ENCFF291UMW	ENCFF291UMW	chip	2.0	dmrt93B	0	None	None	1	None	None
ENCFF314OEB	dmrt93B	directAnnotation	gene is directly annotated	ENCFF314OEB	ENCFF314OEB	ENCFF314OEB	chip	2.0	dmrt93B	0	None	None	1	None	None
ENCFF840TXU	dmrt93B	directAnnotation	gene is directly annotated	ENCFF840TXU	ENCFF840TXU	ENCFF840TXU	chip	2.0	dmrt93B	0	None	None	1	None	None
ENCFF716WZC	ac	directAnnotation	gene is directly annotated	ENCFF716WZC	ENCFF716WZC	ENCFF716WZC	chip	2.0	ac	0	None	None	1	None	None
ENCFF836FMJ	ac	directAnnotation	gene is directly annotated	ENCFF836FMJ	ENCFF836FMJ	ENCFF836FMJ	chip	2.0	ac	0	None	None	1	None	None
ENCFF291CBJ	ac	directAnnotation	gene is directly annotated	ENCFF291CBJ	ENCFF291CBJ	ENCFF291CBJ	chip	2.0	ac	0	None	None	1	None	None
ENCFF650KLB	ac	directAnnotation	gene is directly annotated	ENCFF650KLB	ENCFF650KLB	ENCFF650KLB	chip	2.0	ac	0	None	None	1	None	None
ENCFF426DLX	eyg	directAnnotation	gene is directly annotated	ENCFF426DLX	ENCFF426DLX	ENCFF426DLX	chip	2.0	eyg	0	None	None	1	None	None
ENCFF427USG	eyg	directAnnotation	gene is directly annotated	ENCFF427USG	ENCFF427USG	ENCFF427USG	chip	2.0	eyg	0	None	None	1	None	None
ENCFF289OFC	eyg	directAnnotation	gene is directly annotated	ENCFF289OFC	ENCFF289OFC	ENCFF289OFC	chip	2.0	eyg	0	None	None	1	None	None
ENCFF942OWK	eyg	directAnnotation	gene is directly annotated	ENCFF942OWK	ENCFF942OWK	ENCFF942OWK	chip	2.0	eyg	0	None	None	1	None	None
ENCFF895NHT	Kr	directAnnotation	gene is directly annotated	ENCFF895NHT	ENCFF895NHT	ENCFF895NHT	chip	2.0	Kr	0	None	None	1	None	None
ENCFF942SWL	Kr	directAnnotation	gene is directly annotated	ENCFF942SWL	ENCFF942SWL	ENCFF942SWL	chip	2.0	Kr	0	None	None	1	None	None
ENCFF533FOY	Kr	directAnnotation	gene is directly annotated	ENCFF533FOY	ENCFF533FOY	ENCFF533FOY	chip	2.0	Kr	0	None	None	1	None	None
ENCFF560GCX	CG2120	directAnnotation	gene is directly annotated	ENCFF560GCX	ENCFF560GCX	ENCFF560GCX	chip	2.0	CG2120	0	None	None	1	None	None
ENCFF743CJR	CG2120	directAnnotation	gene is directly annotated	ENCFF743CJR	ENCFF743CJR	ENCFF743CJR	chip	2.0	CG2120	0	None	None	1	None	None
ENCFF158VLH	CG2120	directAnnotation	gene is directly annotated	ENCFF158VLH	ENCFF158VLH	ENCFF158VLH	chip	2.0	CG2120	0	None	None	1	None	None
ENCFF380AXI	CG2120	directAnnotation	gene is directly annotated	ENCFF380AXI	ENCFF380AXI	ENCFF380AXI	chip	2.0	CG2120	0	None	None	1	None	None
ENCFF934VKE	btn	directAnnotation	gene is directly annotated	ENCFF934VKE	ENCFF934VKE	ENCFF934VKE	chip	2.0	btn	0	None	None	1	None	None
ENCFF899UEF	btn	directAnnotation	gene is directly annotated	ENCFF899UEF	ENCFF899UEF	ENCFF899UEF	chip	2.0	btn	0	None	None	1	None	None
ENCFF425IKY	btn	directAnnotation	gene is directly annotated	ENCFF425IKY	ENCFF425IKY	ENCFF425IKY	chip	2.0	btn	0	None	None	1	None	None
ENCFF683TYS	Abd-B	directAnnotation	gene is directly annotated	ENCFF683TYS	ENCFF683TYS	ENCFF683TYS	chip	2.0	Abd-B	0	None	None	1	None	None
ENCFF697REV	Abd-B	directAnnotation	gene is directly annotated	ENCFF697REV	ENCFF697REV	ENCFF697REV	chip	2.0	Abd-B	0	None	None	1	None	None
ENCFF932VIU	Abd-B	directAnnotation	gene is directly annotated	ENCFF932VIU	ENCFF932VIU	ENCFF932VIU	chip	2.0	Abd-B	0	None	None	1	None	None
ENCFF860XXL	CG9705	directAnnotation	gene is directly annotated	ENCFF860XXL	ENCFF860XXL	ENCFF860XXL	chip	2.0	CG9705	0	None	None	1	None	None
ENCFF426JTV	CG9705	directAnnotation	gene is directly annotated	ENCFF426JTV	ENCFF426JTV	ENCFF426JTV	chip	2.0	CG9705	0	None	None	1	None	None
ENCFF172LAG	CG9705	directAnnotation	gene is directly annotated	ENCFF172LAG	ENCFF172LAG	ENCFF172LAG	chip	2.0	CG9705	0	None	None	1	None	None
ENCFF880ZEV	Hand	directAnnotation	gene is directly annotated	ENCFF880ZEV	ENCFF880ZEV	ENCFF880ZEV	chip	2.0	Hand	0	None	None	1	None	None
ENCFF580AKG	Hand	directAnnotation	gene is directly annotated	ENCFF580AKG	ENCFF580AKG	ENCFF580AKG	chip	2.0	Hand	0	None	None	1	None	None
ENCFF185HJB	Hand	directAnnotation	gene is directly annotated	ENCFF185HJB	ENCFF185HJB	ENCFF185HJB	chip	2.0	Hand	0	None	None	1	None	None
ENCFF120NOV	CG13123	directAnnotation	gene is directly annotated	ENCFF120NOV	ENCFF120NOV	ENCFF120NOV	chip	2.0	CG13123	0	None	None	1	None	None
ENCFF338EXS	CG13123	directAnnotation	gene is directly annotated	ENCFF338EXS	ENCFF338EXS	ENCFF338EXS	chip	2.0	CG13123	0	None	None	1	None	None
ENCFF188ABX	CG13123	directAnnotation	gene is directly annotated	ENCFF188ABX	ENCFF188ABX	ENCFF188ABX	chip	2.0	CG13123	0	None	None	1	None	None
ENCFF192ZNQ	CG31388	directAnnotation	gene is directly annotated	ENCFF192ZNQ	ENCFF192ZNQ	ENCFF192ZNQ	chip	2.0	CG31388	0	None	None	1	None	None
ENCFF671HII	CG31388	directAnnotation	gene is directly annotated	ENCFF671HII	ENCFF671HII	ENCFF671HII	chip	2.0	CG31388	0	None	None	1	None	None
ENCFF865STF	CG31388	directAnnotation	gene is directly annotated	ENCFF865STF	ENCFF865STF	ENCFF865STF	chip	2.0	CG31388	0	None	None	1	None	None
ENCFF807HCY	foxo	directAnnotation	gene is directly annotated	ENCFF807HCY	ENCFF807HCY	ENCFF807HCY	chip	2.0	foxo	0	None	None	1	None	None
ENCFF018OLV	foxo	directAnnotation	gene is directly annotated	ENCFF018OLV	ENCFF018OLV	ENCFF018OLV	chip	2.0	foxo	0	None	None	1	None	None
ENCFF847DXT	foxo	directAnnotation	gene is directly annotated	ENCFF847DXT	ENCFF847DXT	ENCFF847DXT	chip	2.0	foxo	0	None	None	1	None	None
ENCFF890STL	Hr96	directAnnotation	gene is directly annotated	ENCFF890STL	ENCFF890STL	ENCFF890STL	chip	2.0	Hr96	0	None	None	1	None	None
ENCFF228DKV	Hr96	directAnnotation	gene is directly annotated	ENCFF228DKV	ENCFF228DKV	ENCFF228DKV	chip	2.0	Hr96	0	None	None	1	None	None
ENCFF546HMO	Hr96	directAnnotation	gene is directly annotated	ENCFF546HMO	ENCFF546HMO	ENCFF546HMO	chip	2.0	Hr96	0	None	None	1	None	None
ENCFF679IGR	CG4328	directAnnotation	gene is directly annotated	ENCFF679IGR	ENCFF679IGR	ENCFF679IGR	chip	2.0	CG4328	0	None	None	1	None	None
ENCFF975PWD	CG4328	directAnnotation	gene is directly annotated	ENCFF975PWD	ENCFF975PWD	ENCFF975PWD	chip	2.0	CG4328	0	None	None	1	None	None
ENCFF439PUA	CG4328	directAnnotation	gene is directly annotated	ENCFF439PUA	ENCFF439PUA	ENCFF439PUA	chip	2.0	CG4328	0	None	None	1	None	None
ENCFF150ELI	CG4328	directAnnotation	gene is directly annotated	ENCFF150ELI	ENCFF150ELI	ENCFF150ELI	chip	2.0	CG4328	0	None	None	1	None	None
ENCFF521HLD	rgr	directAnnotation	gene is directly annotated	ENCFF521HLD	ENCFF521HLD	ENCFF521HLD	chip	2.0	rgr	0	None	None	1	None	None
ENCFF408ZQG	rgr	directAnnotation	gene is directly annotated	ENCFF408ZQG	ENCFF408ZQG	ENCFF408ZQG	chip	2.0	rgr	0	None	None	1	None	None
ENCFF478YLV	rgr	directAnnotation	gene is directly annotated	ENCFF478YLV	ENCFF478YLV	ENCFF478YLV	chip	2.0	rgr	0	None	None	1	None	None
ENCFF802JDB	rgr	directAnnotation	gene is directly annotated	ENCFF802JDB	ENCFF802JDB	ENCFF802JDB	chip	2.0	rgr	0	None	None	1	None	None
ENCFF229TDZ	CG6254	directAnnotation	gene is directly annotated	ENCFF229TDZ	ENCFF229TDZ	ENCFF229TDZ	chip	2.0	CG6254	0	None	None	1	None	None
ENCFF637MUE	CG6254	directAnnotation	gene is directly annotated	ENCFF637MUE	ENCFF637MUE	ENCFF637MUE	chip	2.0	CG6254	0	None	None	1	None	None
ENCFF643YGZ	CG6254	directAnnotation	gene is directly annotated	ENCFF643YGZ	ENCFF643YGZ	ENCFF643YGZ	chip	2.0	CG6254	0	None	None	1	None	None
ENCFF628FSA	CG6254	directAnnotation	gene is directly annotated	ENCFF628FSA	ENCFF628FSA	ENCFF628FSA	chip	2.0	CG6254	0	None	None	1	None	None
ENCFF789KQI	chif	directAnnotation	gene is directly annotated	ENCFF789KQI	ENCFF789KQI	ENCFF789KQI	chip	2.0	chif	0	None	None	1	None	None
ENCFF668RNZ	chif	directAnnotation	gene is directly annotated	ENCFF668RNZ	ENCFF668RNZ	ENCFF668RNZ	chip	2.0	chif	0	None	None	1	None	None
ENCFF036FFP	chif	directAnnotation	gene is directly annotated	ENCFF036FFP	ENCFF036FFP	ENCFF036FFP	chip	2.0	chif	0	None	None	1	None	None
ENCFF807LES	chif	directAnnotation	gene is directly annotated	ENCFF807LES	ENCFF807LES	ENCFF807LES	chip	2.0	chif	0	None	None	1	None	None
ENCFF547AIL	CG4820	directAnnotation	gene is directly annotated	ENCFF547AIL	ENCFF547AIL	ENCFF547AIL	chip	2.0	CG4820	0	None	None	1	None	None
ENCFF574TLI	CG4820	directAnnotation	gene is directly annotated	ENCFF574TLI	ENCFF574TLI	ENCFF574TLI	chip	2.0	CG4820	0	None	None	1	None	None
ENCFF858KOS	CG4820	directAnnotation	gene is directly annotated	ENCFF858KOS	ENCFF858KOS	ENCFF858KOS	chip	2.0	CG4820	0	None	None	1	None	None
ENCFF263EJX	CG4820	directAnnotation	gene is directly annotated	ENCFF263EJX	ENCFF263EJX	ENCFF263EJX	chip	2.0	CG4820	0	None	None	1	None	None
ENCFF808WNJ	disco-r	directAnnotation	gene is directly annotated	ENCFF808WNJ	ENCFF808WNJ	ENCFF808WNJ	chip	2.0	disco-r	0	None	None	1	None	None
ENCFF933GOB	disco-r	directAnnotation	gene is directly annotated	ENCFF933GOB	ENCFF933GOB	ENCFF933GOB	chip	2.0	disco-r	0	None	None	1	None	None
ENCFF482RMU	disco-r	directAnnotation	gene is directly annotated	ENCFF482RMU	ENCFF482RMU	ENCFF482RMU	chip	2.0	disco-r	0	None	None	1	None	None
ENCFF844XWB	dac	directAnnotation	gene is directly annotated	ENCFF844XWB	ENCFF844XWB	ENCFF844XWB	chip	2.0	dac	0	None	None	1	None	None
ENCFF589FLM	dac	directAnnotation	gene is directly annotated	ENCFF589FLM	ENCFF589FLM	ENCFF589FLM	chip	2.0	dac	0	None	None	1	None	None
ENCFF034XEJ	dac	directAnnotation	gene is directly annotated	ENCFF034XEJ	ENCFF034XEJ	ENCFF034XEJ	chip	2.0	dac	0	None	None	1	None	None
ENCFF394CEP	Hmx	directAnnotation	gene is directly annotated	ENCFF394CEP	ENCFF394CEP	ENCFF394CEP	chip	2.0	Hmx	0	None	None	1	None	None
ENCFF336QLQ	Hmx	directAnnotation	gene is directly annotated	ENCFF336QLQ	ENCFF336QLQ	ENCFF336QLQ	chip	2.0	Hmx	0	None	None	1	None	None
ENCFF504QYR	Hmx	directAnnotation	gene is directly annotated	ENCFF504QYR	ENCFF504QYR	ENCFF504QYR	chip	2.0	Hmx	0	None	None	1	None	None
ENCFF642YFA	luna	directAnnotation	gene is directly annotated	ENCFF642YFA	ENCFF642YFA	ENCFF642YFA	chip	2.0	luna	0	None	None	1	None	None
ENCFF679PHZ	luna	directAnnotation	gene is directly annotated	ENCFF679PHZ	ENCFF679PHZ	ENCFF679PHZ	chip	2.0	luna	0	None	None	1	None	None
ENCFF556TMI	luna	directAnnotation	gene is directly annotated	ENCFF556TMI	ENCFF556TMI	ENCFF556TMI	chip	2.0	luna	0	None	None	1	None	None
ENCFF600CAF	psq	directAnnotation	gene is directly annotated	ENCFF600CAF	ENCFF600CAF	ENCFF600CAF	chip	2.0	psq	0	None	None	1	None	None
ENCFF120ADO	psq	directAnnotation	gene is directly annotated	ENCFF120ADO	ENCFF120ADO	ENCFF120ADO	chip	2.0	psq	0	None	None	1	None	None
ENCFF762VVL	psq	directAnnotation	gene is directly annotated	ENCFF762VVL	ENCFF762VVL	ENCFF762VVL	chip	2.0	psq	0	None	None	1	None	None
ENCFF500RTI	EcR	directAnnotation	gene is directly annotated	ENCFF500RTI	ENCFF500RTI	ENCFF500RTI	chip	2.0	EcR	0	None	None	1	None	None
ENCFF183EJP	EcR	directAnnotation	gene is directly annotated	ENCFF183EJP	ENCFF183EJP	ENCFF183EJP	chip	2.0	EcR	0	None	None	1	None	None
ENCFF918NUU	EcR	directAnnotation	gene is directly annotated	ENCFF918NUU	ENCFF918NUU	ENCFF918NUU	chip	2.0	EcR	0	None	None	1	None	None
ENCFF320SND	EcR	directAnnotation	gene is directly annotated	ENCFF320SND	ENCFF320SND	ENCFF320SND	chip	2.0	EcR	0	None	None	1	None	None
ENCFF862RBP	CG10462	directAnnotation	gene is directly annotated	ENCFF862RBP	ENCFF862RBP	ENCFF862RBP	chip	2.0	CG10462	0	None	None	1	None	None
ENCFF052AZJ	CG10462	directAnnotation	gene is directly annotated	ENCFF052AZJ	ENCFF052AZJ	ENCFF052AZJ	chip	2.0	CG10462	0	None	None	1	None	None
ENCFF520GPX	CG10462	directAnnotation	gene is directly annotated	ENCFF520GPX	ENCFF520GPX	ENCFF520GPX	chip	2.0	CG10462	0	None	None	1	None	None
ENCFF989GRL	HmgD	directAnnotation	gene is directly annotated	ENCFF989GRL	ENCFF989GRL	ENCFF989GRL	chip	2.0	HmgD	0	None	None	1	None	None
ENCFF233KXK	HmgD	directAnnotation	gene is directly annotated	ENCFF233KXK	ENCFF233KXK	ENCFF233KXK	chip	2.0	HmgD	0	None	None	1	None	None
ENCFF153NGD	HmgD	directAnnotation	gene is directly annotated	ENCFF153NGD	ENCFF153NGD	ENCFF153NGD	chip	2.0	HmgD	0	None	None	1	None	None
ENCFF811XQT	HmgD	directAnnotation	gene is directly annotated	ENCFF811XQT	ENCFF811XQT	ENCFF811XQT	chip	2.0	HmgD	0	None	None	1	None	None
ENCFF034RRQ	CG7101	directAnnotation	gene is directly annotated	ENCFF034RRQ	ENCFF034RRQ	ENCFF034RRQ	chip	2.0	CG7101	0	None	None	1	None	None
ENCFF720DCA	CG7101	directAnnotation	gene is directly annotated	ENCFF720DCA	ENCFF720DCA	ENCFF720DCA	chip	2.0	CG7101	0	None	None	1	None	None
ENCFF160RLD	CG7101	directAnnotation	gene is directly annotated	ENCFF160RLD	ENCFF160RLD	ENCFF160RLD	chip	2.0	CG7101	0	None	None	1	None	None
ENCFF498GTS	repo	directAnnotation	gene is directly annotated	ENCFF498GTS	ENCFF498GTS	ENCFF498GTS	chip	2.0	repo	0	None	None	1	None	None
ENCFF032DZN	repo	directAnnotation	gene is directly annotated	ENCFF032DZN	ENCFF032DZN	ENCFF032DZN	chip	2.0	repo	0	None	None	1	None	None
ENCFF693SSG	repo	directAnnotation	gene is directly annotated	ENCFF693SSG	ENCFF693SSG	ENCFF693SSG	chip	2.0	repo	0	None	None	1	None	None
ENCFF867UYV	cic	directAnnotation	gene is directly annotated	ENCFF867UYV	ENCFF867UYV	ENCFF867UYV	chip	2.0	cic	0	None	None	1	None	None
ENCFF878FCP	cic	directAnnotation	gene is directly annotated	ENCFF878FCP	ENCFF878FCP	ENCFF878FCP	chip	2.0	cic	0	None	None	1	None	None
ENCFF662IST	cic	directAnnotation	gene is directly annotated	ENCFF662IST	ENCFF662IST	ENCFF662IST	chip	2.0	cic	0	None	None	1	None	None
ENCFF459PSO	CG12219	directAnnotation	gene is directly annotated	ENCFF459PSO	ENCFF459PSO	ENCFF459PSO	chip	2.0	CG12219	0	None	None	1	None	None
ENCFF128QJU	CG12219	directAnnotation	gene is directly annotated	ENCFF128QJU	ENCFF128QJU	ENCFF128QJU	chip	2.0	CG12219	0	None	None	1	None	None
ENCFF166VVY	CG12219	directAnnotation	gene is directly annotated	ENCFF166VVY	ENCFF166VVY	ENCFF166VVY	chip	2.0	CG12219	0	None	None	1	None	None
ENCFF022HML	CG12219	directAnnotation	gene is directly annotated	ENCFF022HML	ENCFF022HML	ENCFF022HML	chip	2.0	CG12219	0	None	None	1	None	None
ENCFF739MFH	bcd	directAnnotation	gene is directly annotated	ENCFF739MFH	ENCFF739MFH	ENCFF739MFH	chip	2.0	bcd	0	None	None	1	None	None
ENCFF960HGE	bcd	directAnnotation	gene is directly annotated	ENCFF960HGE	ENCFF960HGE	ENCFF960HGE	chip	2.0	bcd	0	None	None	1	None	None
ENCFF761JAE	bcd	directAnnotation	gene is directly annotated	ENCFF761JAE	ENCFF761JAE	ENCFF761JAE	chip	2.0	bcd	0	None	None	1	None	None
ENCFF535SQR	lms	directAnnotation	gene is directly annotated	ENCFF535SQR	ENCFF535SQR	ENCFF535SQR	chip	2.0	lms	0	None	None	1	None	None
ENCFF004IYK	lms	directAnnotation	gene is directly annotated	ENCFF004IYK	ENCFF004IYK	ENCFF004IYK	chip	2.0	lms	0	None	None	1	None	None
ENCFF424AJO	lms	directAnnotation	gene is directly annotated	ENCFF424AJO	ENCFF424AJO	ENCFF424AJO	chip	2.0	lms	0	None	None	1	None	None
ENCFF211LHE	Su(H)	directAnnotation	gene is directly annotated	ENCFF211LHE	ENCFF211LHE	ENCFF211LHE	chip	2.0	Su(H)	0	None	None	1	None	None
ENCFF638MQD	Su(H)	directAnnotation	gene is directly annotated	ENCFF638MQD	ENCFF638MQD	ENCFF638MQD	chip	2.0	Su(H)	0	None	None	1	None	None
ENCFF997VYY	Su(H)	directAnnotation	gene is directly annotated	ENCFF997VYY	ENCFF997VYY	ENCFF997VYY	chip	2.0	Su(H)	0	None	None	1	None	None
ENCFF196UCE	Su(H)	directAnnotation	gene is directly annotated	ENCFF196UCE	ENCFF196UCE	ENCFF196UCE	chip	2.0	Su(H)	0	None	None	1	None	None
ENCFF998SCG	Eip78C	directAnnotation	gene is directly annotated	ENCFF998SCG	ENCFF998SCG	ENCFF998SCG	chip	2.0	Eip78C	0	None	None	1	None	None
ENCFF396QYJ	Eip78C	directAnnotation	gene is directly annotated	ENCFF396QYJ	ENCFF396QYJ	ENCFF396QYJ	chip	2.0	Eip78C	0	None	None	1	None	None
ENCFF895GAF	Eip78C	directAnnotation	gene is directly annotated	ENCFF895GAF	ENCFF895GAF	ENCFF895GAF	chip	2.0	Eip78C	0	None	None	1	None	None
ENCFF822ZFC	Eip78C	directAnnotation	gene is directly annotated	ENCFF822ZFC	ENCFF822ZFC	ENCFF822ZFC	chip	2.0	Eip78C	0	None	None	1	None	None
ENCFF600OFH	Eip78C	directAnnotation	gene is directly annotated	ENCFF600OFH	ENCFF600OFH	ENCFF600OFH	chip	2.0	Eip78C	0	None	None	1	None	None
ENCFF145HQI	gem	directAnnotation	gene is directly annotated	ENCFF145HQI	ENCFF145HQI	ENCFF145HQI	chip	2.0	gem	0	None	None	1	None	None
ENCFF674VXT	gem	directAnnotation	gene is directly annotated	ENCFF674VXT	ENCFF674VXT	ENCFF674VXT	chip	2.0	gem	0	None	None	1	None	None
ENCFF240RWA	gem	directAnnotation	gene is directly annotated	ENCFF240RWA	ENCFF240RWA	ENCFF240RWA	chip	2.0	gem	0	None	None	1	None	None
ENCFF780YOF	gl	directAnnotation	gene is directly annotated	ENCFF780YOF	ENCFF780YOF	ENCFF780YOF	chip	2.0	gl	0	None	None	1	None	None
ENCFF642FHD	gl	directAnnotation	gene is directly annotated	ENCFF642FHD	ENCFF642FHD	ENCFF642FHD	chip	2.0	gl	0	None	None	1	None	None
