accession	TF	annotationSource	description	#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species
ENCFF393QPH	CG13894	directAnnotation	gene is directly annotated	ENCFF393QPH	ENCFF393QPH	ENCFF393QPH	chip	2.0	CG13894	0	None	None	1	None	None
ENCFF515YNT	CG13894	directAnnotation	gene is directly annotated	ENCFF515YNT	ENCFF515YNT	ENCFF515YNT	chip	2.0	CG13894	0	None	None	1	None	None
ENCFF221CNL	CG13894	directAnnotation	gene is directly annotated	ENCFF221CNL	ENCFF221CNL	ENCFF221CNL	chip	2.0	CG13894	0	None	None	1	None	None
ENCFF467KNG	CG13894	directAnnotation	gene is directly annotated	ENCFF467KNG	ENCFF467KNG	ENCFF467KNG	chip	2.0	CG13894	0	None	None	1	None	None
ENCFF758FOJ	CG16863	directAnnotation	gene is directly annotated	ENCFF758FOJ	ENCFF758FOJ	ENCFF758FOJ	chip	2.0	CG16863	0	None	None	1	None	None
ENCFF960YQZ	CG16863	directAnnotation	gene is directly annotated	ENCFF960YQZ	ENCFF960YQZ	ENCFF960YQZ	chip	2.0	CG16863	0	None	None	1	None	None
ENCFF905PJP	CG16863	directAnnotation	gene is directly annotated	ENCFF905PJP	ENCFF905PJP	ENCFF905PJP	chip	2.0	CG16863	0	None	None	1	None	None
ENCFF073PQM	CG16863	directAnnotation	gene is directly annotated	ENCFF073PQM	ENCFF073PQM	ENCFF073PQM	chip	2.0	CG16863	0	None	None	1	None	None
ENCFF337YUR	Eip93F	directAnnotation	gene is directly annotated	ENCFF337YUR	ENCFF337YUR	ENCFF337YUR	chip	2.0	Eip93F	0	None	None	1	None	None
ENCFF177BEJ	Eip93F	directAnnotation	gene is directly annotated	ENCFF177BEJ	ENCFF177BEJ	ENCFF177BEJ	chip	2.0	Eip93F	0	None	None	1	None	None
ENCFF422YEU	Eip93F	directAnnotation	gene is directly annotated	ENCFF422YEU	ENCFF422YEU	ENCFF422YEU	chip	2.0	Eip93F	0	None	None	1	None	None
ENCFF073OBK	Rabex-5	directAnnotation	gene is directly annotated	ENCFF073OBK	ENCFF073OBK	ENCFF073OBK	chip	2.0	Rabex-5	0	None	None	1	None	None
ENCFF382ZCV	Rabex-5	directAnnotation	gene is directly annotated	ENCFF382ZCV	ENCFF382ZCV	ENCFF382ZCV	chip	2.0	Rabex-5	0	None	None	1	None	None
ENCFF164SMH	Rabex-5	directAnnotation	gene is directly annotated	ENCFF164SMH	ENCFF164SMH	ENCFF164SMH	chip	2.0	Rabex-5	0	None	None	1	None	None
ENCFF659QDN	Rabex-5	directAnnotation	gene is directly annotated	ENCFF659QDN	ENCFF659QDN	ENCFF659QDN	chip	2.0	Rabex-5	0	None	None	1	None	None
ENCFF166VER	Zif	directAnnotation	gene is directly annotated	ENCFF166VER	ENCFF166VER	ENCFF166VER	chip	2.0	Zif	0	None	None	1	None	None
ENCFF388KOS	Zif	directAnnotation	gene is directly annotated	ENCFF388KOS	ENCFF388KOS	ENCFF388KOS	chip	2.0	Zif	0	None	None	1	None	None
ENCFF536XAY	Zif	directAnnotation	gene is directly annotated	ENCFF536XAY	ENCFF536XAY	ENCFF536XAY	chip	2.0	Zif	0	None	None	1	None	None
ENCFF912TDS	Zif	directAnnotation	gene is directly annotated	ENCFF912TDS	ENCFF912TDS	ENCFF912TDS	chip	2.0	Zif	0	None	None	1	None	None
ENCFF087YCH	MTF-1	directAnnotation	gene is directly annotated	ENCFF087YCH	ENCFF087YCH	ENCFF087YCH	chip	2.0	MTF-1	0	None	None	1	None	None
ENCFF666NTS	MTF-1	directAnnotation	gene is directly annotated	ENCFF666NTS	ENCFF666NTS	ENCFF666NTS	chip	2.0	MTF-1	0	None	None	1	None	None
ENCFF780BEJ	MTF-1	directAnnotation	gene is directly annotated	ENCFF780BEJ	ENCFF780BEJ	ENCFF780BEJ	chip	2.0	MTF-1	0	None	None	1	None	None
ENCFF649UXG	Lpt	directAnnotation	gene is directly annotated	ENCFF649UXG	ENCFF649UXG	ENCFF649UXG	chip	2.0	Lpt	0	None	None	1	None	None
ENCFF034RMN	Lpt	directAnnotation	gene is directly annotated	ENCFF034RMN	ENCFF034RMN	ENCFF034RMN	chip	2.0	Lpt	0	None	None	1	None	None
ENCFF610ZCP	Lpt	directAnnotation	gene is directly annotated	ENCFF610ZCP	ENCFF610ZCP	ENCFF610ZCP	chip	2.0	Lpt	0	None	None	1	None	None
ENCFF540ZVF	Lpt	directAnnotation	gene is directly annotated	ENCFF540ZVF	ENCFF540ZVF	ENCFF540ZVF	chip	2.0	Lpt	0	None	None	1	None	None
ENCFF571BYC	Plzf	directAnnotation	gene is directly annotated	ENCFF571BYC	ENCFF571BYC	ENCFF571BYC	chip	2.0	Plzf	0	None	None	1	None	None
ENCFF927AOA	Plzf	directAnnotation	gene is directly annotated	ENCFF927AOA	ENCFF927AOA	ENCFF927AOA	chip	2.0	Plzf	0	None	None	1	None	None
ENCFF936JDQ	Plzf	directAnnotation	gene is directly annotated	ENCFF936JDQ	ENCFF936JDQ	ENCFF936JDQ	chip	2.0	Plzf	0	None	None	1	None	None
ENCFF863FKE	Plzf	directAnnotation	gene is directly annotated	ENCFF863FKE	ENCFF863FKE	ENCFF863FKE	chip	2.0	Plzf	0	None	None	1	None	None
ENCFF377KDT	crc	directAnnotation	gene is directly annotated	ENCFF377KDT	ENCFF377KDT	ENCFF377KDT	chip	2.0	crc	0	None	None	1	None	None
ENCFF986LGA	crc	directAnnotation	gene is directly annotated	ENCFF986LGA	ENCFF986LGA	ENCFF986LGA	chip	2.0	crc	0	None	None	1	None	None
ENCFF336RJB	crc	directAnnotation	gene is directly annotated	ENCFF336RJB	ENCFF336RJB	ENCFF336RJB	chip	2.0	crc	0	None	None	1	None	None
ENCFF002TMI	fru	directAnnotation	gene is directly annotated	ENCFF002TMI	ENCFF002TMI	ENCFF002TMI	chip	2.0	fru	0	None	None	1	None	None
ENCFF633MPS	fru	directAnnotation	gene is directly annotated	ENCFF633MPS	ENCFF633MPS	ENCFF633MPS	chip	2.0	fru	0	None	None	1	None	None
ENCFF166TYV	fru	directAnnotation	gene is directly annotated	ENCFF166TYV	ENCFF166TYV	ENCFF166TYV	chip	2.0	fru	0	None	None	1	None	None
ENCFF053RWQ	fru	directAnnotation	gene is directly annotated	ENCFF053RWQ	ENCFF053RWQ	ENCFF053RWQ	chip	2.0	fru	0	None	None	1	None	None
ENCFF483WDU	E(spl)m5-HLH	directAnnotation	gene is directly annotated	ENCFF483WDU	ENCFF483WDU	ENCFF483WDU	chip	2.0	E(spl)m5-HLH	0	None	None	1	None	None
ENCFF281KPE	E(spl)m5-HLH	directAnnotation	gene is directly annotated	ENCFF281KPE	ENCFF281KPE	ENCFF281KPE	chip	2.0	E(spl)m5-HLH	0	None	None	1	None	None
ENCFF910PAY	E(spl)m5-HLH	directAnnotation	gene is directly annotated	ENCFF910PAY	ENCFF910PAY	ENCFF910PAY	chip	2.0	E(spl)m5-HLH	0	None	None	1	None	None
ENCFF113LHE	CG12104	directAnnotation	gene is directly annotated	ENCFF113LHE	ENCFF113LHE	ENCFF113LHE	chip	2.0	CG12104	0	None	None	1	None	None
ENCFF238MQF	CG12104	directAnnotation	gene is directly annotated	ENCFF238MQF	ENCFF238MQF	ENCFF238MQF	chip	2.0	CG12104	0	None	None	1	None	None
ENCFF491DPU	CG12104	directAnnotation	gene is directly annotated	ENCFF491DPU	ENCFF491DPU	ENCFF491DPU	chip	2.0	CG12104	0	None	None	1	None	None
ENCFF282LRC	CG12104	directAnnotation	gene is directly annotated	ENCFF282LRC	ENCFF282LRC	ENCFF282LRC	chip	2.0	CG12104	0	None	None	1	None	None
ENCFF640END	az2	directAnnotation	gene is directly annotated	ENCFF640END	ENCFF640END	ENCFF640END	chip	2.0	az2	0	None	None	1	None	None
ENCFF506FYP	az2	directAnnotation	gene is directly annotated	ENCFF506FYP	ENCFF506FYP	ENCFF506FYP	chip	2.0	az2	0	None	None	1	None	None
ENCFF499MTH	az2	directAnnotation	gene is directly annotated	ENCFF499MTH	ENCFF499MTH	ENCFF499MTH	chip	2.0	az2	0	None	None	1	None	None
ENCFF030IVL	az2	directAnnotation	gene is directly annotated	ENCFF030IVL	ENCFF030IVL	ENCFF030IVL	chip	2.0	az2	0	None	None	1	None	None
ENCFF593RVZ	ems	directAnnotation	gene is directly annotated	ENCFF593RVZ	ENCFF593RVZ	ENCFF593RVZ	chip	2.0	ems	0	None	None	1	None	None
ENCFF428PWV	ems	directAnnotation	gene is directly annotated	ENCFF428PWV	ENCFF428PWV	ENCFF428PWV	chip	2.0	ems	0	None	None	1	None	None
ENCFF682JFH	ems	directAnnotation	gene is directly annotated	ENCFF682JFH	ENCFF682JFH	ENCFF682JFH	chip	2.0	ems	0	None	None	1	None	None
ENCFF754BFP	ems	directAnnotation	gene is directly annotated	ENCFF754BFP	ENCFF754BFP	ENCFF754BFP	chip	2.0	ems	0	None	None	1	None	None
ENCFF805AQD	CG1602	directAnnotation	gene is directly annotated	ENCFF805AQD	ENCFF805AQD	ENCFF805AQD	chip	2.0	CG1602	0	None	None	1	None	None
ENCFF047HZP	CG1602	directAnnotation	gene is directly annotated	ENCFF047HZP	ENCFF047HZP	ENCFF047HZP	chip	2.0	CG1602	0	None	None	1	None	None
ENCFF015CNU	CG1602	directAnnotation	gene is directly annotated	ENCFF015CNU	ENCFF015CNU	ENCFF015CNU	chip	2.0	CG1602	0	None	None	1	None	None
ENCFF589BBY	CG1602	directAnnotation	gene is directly annotated	ENCFF589BBY	ENCFF589BBY	ENCFF589BBY	chip	2.0	CG1602	0	None	None	1	None	None
ENCFF838QRG	org-1	directAnnotation	gene is directly annotated	ENCFF838QRG	ENCFF838QRG	ENCFF838QRG	chip	2.0	org-1	0	None	None	1	None	None
ENCFF127YXU	org-1	directAnnotation	gene is directly annotated	ENCFF127YXU	ENCFF127YXU	ENCFF127YXU	chip	2.0	org-1	0	None	None	1	None	None
ENCFF615MRI	org-1	directAnnotation	gene is directly annotated	ENCFF615MRI	ENCFF615MRI	ENCFF615MRI	chip	2.0	org-1	0	None	None	1	None	None
ENCFF774UCI	abd-A	directAnnotation	gene is directly annotated	ENCFF774UCI	ENCFF774UCI	ENCFF774UCI	chip	2.0	abd-A	0	None	None	1	None	None
ENCFF976ITK	abd-A	directAnnotation	gene is directly annotated	ENCFF976ITK	ENCFF976ITK	ENCFF976ITK	chip	2.0	abd-A	0	None	None	1	None	None
ENCFF814XOW	abd-A	directAnnotation	gene is directly annotated	ENCFF814XOW	ENCFF814XOW	ENCFF814XOW	chip	2.0	abd-A	0	None	None	1	None	None
ENCFF912BRD	abd-A	directAnnotation	gene is directly annotated	ENCFF912BRD	ENCFF912BRD	ENCFF912BRD	chip	2.0	abd-A	0	None	None	1	None	None
ENCFF411URW	Trl	directAnnotation	gene is directly annotated	ENCFF411URW	ENCFF411URW	ENCFF411URW	chip	2.0	Trl	0	None	None	1	None	None
ENCFF060KSH	Trl	directAnnotation	gene is directly annotated	ENCFF060KSH	ENCFF060KSH	ENCFF060KSH	chip	2.0	Trl	0	None	None	1	None	None
ENCFF920ZKA	Trl	directAnnotation	gene is directly annotated	ENCFF920ZKA	ENCFF920ZKA	ENCFF920ZKA	chip	2.0	Trl	0	None	None	1	None	None
ENCFF389FAW	Trl	directAnnotation	gene is directly annotated	ENCFF389FAW	ENCFF389FAW	ENCFF389FAW	chip	2.0	Trl	0	None	None	1	None	None
ENCFF748LLJ	Pif1B	directAnnotation	gene is directly annotated	ENCFF748LLJ	ENCFF748LLJ	ENCFF748LLJ	chip	2.0	Pif1B	0	None	None	1	None	None
ENCFF783TBJ	Pif1B	directAnnotation	gene is directly annotated	ENCFF783TBJ	ENCFF783TBJ	ENCFF783TBJ	chip	2.0	Pif1B	0	None	None	1	None	None
ENCFF398JBH	Pif1B	directAnnotation	gene is directly annotated	ENCFF398JBH	ENCFF398JBH	ENCFF398JBH	chip	2.0	Pif1B	0	None	None	1	None	None
ENCFF162AUL	Pif1B	directAnnotation	gene is directly annotated	ENCFF162AUL	ENCFF162AUL	ENCFF162AUL	chip	2.0	Pif1B	0	None	None	1	None	None
ENCFF379YIY	CG31627	directAnnotation	gene is directly annotated	ENCFF379YIY	ENCFF379YIY	ENCFF379YIY	chip	2.0	CG31627	0	None	None	1	None	None
ENCFF599ZZB	CG31627	directAnnotation	gene is directly annotated	ENCFF599ZZB	ENCFF599ZZB	ENCFF599ZZB	chip	2.0	CG31627	0	None	None	1	None	None
ENCFF610OWV	CG31627	directAnnotation	gene is directly annotated	ENCFF610OWV	ENCFF610OWV	ENCFF610OWV	chip	2.0	CG31627	0	None	None	1	None	None
ENCFF011ABC	CG31627	directAnnotation	gene is directly annotated	ENCFF011ABC	ENCFF011ABC	ENCFF011ABC	chip	2.0	CG31627	0	None	None	1	None	None
ENCFF033FIH	CG18476	directAnnotation	gene is directly annotated	ENCFF033FIH	ENCFF033FIH	ENCFF033FIH	chip	2.0	CG18476	0	None	None	1	None	None
ENCFF249PSJ	CG18476	directAnnotation	gene is directly annotated	ENCFF249PSJ	ENCFF249PSJ	ENCFF249PSJ	chip	2.0	CG18476	0	None	None	1	None	None
ENCFF707UEX	CG18476	directAnnotation	gene is directly annotated	ENCFF707UEX	ENCFF707UEX	ENCFF707UEX	chip	2.0	CG18476	0	None	None	1	None	None
ENCFF069XUM	ADD1	directAnnotation	gene is directly annotated	ENCFF069XUM	ENCFF069XUM	ENCFF069XUM	chip	2.0	ADD1	0	None	None	1	None	None
ENCFF596UKW	ADD1	directAnnotation	gene is directly annotated	ENCFF596UKW	ENCFF596UKW	ENCFF596UKW	chip	2.0	ADD1	0	None	None	1	None	None
ENCFF086MDF	ADD1	directAnnotation	gene is directly annotated	ENCFF086MDF	ENCFF086MDF	ENCFF086MDF	chip	2.0	ADD1	0	None	None	1	None	None
ENCFF891SSR	CG10274	directAnnotation	gene is directly annotated	ENCFF891SSR	ENCFF891SSR	ENCFF891SSR	chip	2.0	CG10274	0	None	None	1	None	None
ENCFF686MLW	CG10274	directAnnotation	gene is directly annotated	ENCFF686MLW	ENCFF686MLW	ENCFF686MLW	chip	2.0	CG10274	0	None	None	1	None	None
ENCFF038GQB	CG10274	directAnnotation	gene is directly annotated	ENCFF038GQB	ENCFF038GQB	ENCFF038GQB	chip	2.0	CG10274	0	None	None	1	None	None
ENCFF907ICE	CG10274	directAnnotation	gene is directly annotated	ENCFF907ICE	ENCFF907ICE	ENCFF907ICE	chip	2.0	CG10274	0	None	None	1	None	None
ENCFF406BJB	OdsH	directAnnotation	gene is directly annotated	ENCFF406BJB	ENCFF406BJB	ENCFF406BJB	chip	2.0	OdsH	0	None	None	1	None	None
ENCFF532RKA	OdsH	directAnnotation	gene is directly annotated	ENCFF532RKA	ENCFF532RKA	ENCFF532RKA	chip	2.0	OdsH	0	None	None	1	None	None
ENCFF156QHU	OdsH	directAnnotation	gene is directly annotated	ENCFF156QHU	ENCFF156QHU	ENCFF156QHU	chip	2.0	OdsH	0	None	None	1	None	None
ENCFF354SCW	OdsH	directAnnotation	gene is directly annotated	ENCFF354SCW	ENCFF354SCW	ENCFF354SCW	chip	2.0	OdsH	0	None	None	1	None	None
ENCFF470IRX	CG14711	directAnnotation	gene is directly annotated	ENCFF470IRX	ENCFF470IRX	ENCFF470IRX	chip	2.0	CG14711	0	None	None	1	None	None
ENCFF444MGA	CG14711	directAnnotation	gene is directly annotated	ENCFF444MGA	ENCFF444MGA	ENCFF444MGA	chip	2.0	CG14711	0	None	None	1	None	None
ENCFF962UGG	CG14711	directAnnotation	gene is directly annotated	ENCFF962UGG	ENCFF962UGG	ENCFF962UGG	chip	2.0	CG14711	0	None	None	1	None	None
ENCFF975EXR	trh	directAnnotation	gene is directly annotated	ENCFF975EXR	ENCFF975EXR	ENCFF975EXR	chip	2.0	trh	0	None	None	1	None	None
ENCFF109HDY	trh	directAnnotation	gene is directly annotated	ENCFF109HDY	ENCFF109HDY	ENCFF109HDY	chip	2.0	trh	0	None	None	1	None	None
ENCFF738JPD	trh	directAnnotation	gene is directly annotated	ENCFF738JPD	ENCFF738JPD	ENCFF738JPD	chip	2.0	trh	0	None	None	1	None	None
ENCFF358EBY	CG34376	directAnnotation	gene is directly annotated	ENCFF358EBY	ENCFF358EBY	ENCFF358EBY	chip	2.0	CG34376	0	None	None	1	None	None
ENCFF456ZDN	CG34376	directAnnotation	gene is directly annotated	ENCFF456ZDN	ENCFF456ZDN	ENCFF456ZDN	chip	2.0	CG34376	0	None	None	1	None	None
ENCFF876IPU	CG34376	directAnnotation	gene is directly annotated	ENCFF876IPU	ENCFF876IPU	ENCFF876IPU	chip	2.0	CG34376	0	None	None	1	None	None
ENCFF767CIV	slou	directAnnotation	gene is directly annotated	ENCFF767CIV	ENCFF767CIV	ENCFF767CIV	chip	2.0	slou	0	None	None	1	None	None
ENCFF151SBX	slou	directAnnotation	gene is directly annotated	ENCFF151SBX	ENCFF151SBX	ENCFF151SBX	chip	2.0	slou	0	None	None	1	None	None
ENCFF592WTF	slou	directAnnotation	gene is directly annotated	ENCFF592WTF	ENCFF592WTF	ENCFF592WTF	chip	2.0	slou	0	None	None	1	None	None
ENCFF740URT	slou	directAnnotation	gene is directly annotated	ENCFF740URT	ENCFF740URT	ENCFF740URT	chip	2.0	slou	0	None	None	1	None	None
ENCFF711DVH	Blimp-1	directAnnotation	gene is directly annotated	ENCFF711DVH	ENCFF711DVH	ENCFF711DVH	chip	2.0	Blimp-1	0	None	None	1	None	None
ENCFF604TMU	Blimp-1	directAnnotation	gene is directly annotated	ENCFF604TMU	ENCFF604TMU	ENCFF604TMU	chip	2.0	Blimp-1	0	None	None	1	None	None
ENCFF357SSZ	Blimp-1	directAnnotation	gene is directly annotated	ENCFF357SSZ	ENCFF357SSZ	ENCFF357SSZ	chip	2.0	Blimp-1	0	None	None	1	None	None
ENCFF283JDP	Blimp-1	directAnnotation	gene is directly annotated	ENCFF283JDP	ENCFF283JDP	ENCFF283JDP	chip	2.0	Blimp-1	0	None	None	1	None	None
ENCFF488HEB	kay	directAnnotation	gene is directly annotated	ENCFF488HEB	ENCFF488HEB	ENCFF488HEB	chip	2.0	kay	0	None	None	1	None	None
ENCFF306PSN	kay	directAnnotation	gene is directly annotated	ENCFF306PSN	ENCFF306PSN	ENCFF306PSN	chip	2.0	kay	0	None	None	1	None	None
ENCFF052FHK	kay	directAnnotation	gene is directly annotated	ENCFF052FHK	ENCFF052FHK	ENCFF052FHK	chip	2.0	kay	0	None	None	1	None	None
ENCFF624LLZ	sqz	directAnnotation	gene is directly annotated	ENCFF624LLZ	ENCFF624LLZ	ENCFF624LLZ	chip	2.0	sqz	0	None	None	1	None	None
ENCFF237LRN	sqz	directAnnotation	gene is directly annotated	ENCFF237LRN	ENCFF237LRN	ENCFF237LRN	chip	2.0	sqz	0	None	None	1	None	None
ENCFF835CXK	sqz	directAnnotation	gene is directly annotated	ENCFF835CXK	ENCFF835CXK	ENCFF835CXK	chip	2.0	sqz	0	None	None	1	None	None
ENCFF648QHR	sqz	directAnnotation	gene is directly annotated	ENCFF648QHR	ENCFF648QHR	ENCFF648QHR	chip	2.0	sqz	0	None	None	1	None	None
ENCFF427DTC	run	directAnnotation	gene is directly annotated	ENCFF427DTC	ENCFF427DTC	ENCFF427DTC	chip	2.0	run	0	None	None	1	None	None
ENCFF081ZIP	run	directAnnotation	gene is directly annotated	ENCFF081ZIP	ENCFF081ZIP	ENCFF081ZIP	chip	2.0	run	0	None	None	1	None	None
ENCFF580TQX	run	directAnnotation	gene is directly annotated	ENCFF580TQX	ENCFF580TQX	ENCFF580TQX	chip	2.0	run	0	None	None	1	None	None
ENCFF541UWL	run	directAnnotation	gene is directly annotated	ENCFF541UWL	ENCFF541UWL	ENCFF541UWL	chip	2.0	run	0	None	None	1	None	None
ENCFF963XWI	YL-1	directAnnotation	gene is directly annotated	ENCFF963XWI	ENCFF963XWI	ENCFF963XWI	chip	2.0	YL-1	0	None	None	1	None	None
ENCFF829ZTX	YL-1	directAnnotation	gene is directly annotated	ENCFF829ZTX	ENCFF829ZTX	ENCFF829ZTX	chip	2.0	YL-1	0	None	None	1	None	None
ENCFF671EWN	YL-1	directAnnotation	gene is directly annotated	ENCFF671EWN	ENCFF671EWN	ENCFF671EWN	chip	2.0	YL-1	0	None	None	1	None	None
ENCFF552HFH	YL-1	directAnnotation	gene is directly annotated	ENCFF552HFH	ENCFF552HFH	ENCFF552HFH	chip	2.0	YL-1	0	None	None	1	None	None
ENCFF340VXE	Hr39	directAnnotation	gene is directly annotated	ENCFF340VXE	ENCFF340VXE	ENCFF340VXE	chip	2.0	Hr39	0	None	None	1	None	None
ENCFF399BKK	Hr39	directAnnotation	gene is directly annotated	ENCFF399BKK	ENCFF399BKK	ENCFF399BKK	chip	2.0	Hr39	0	None	None	1	None	None
ENCFF075ULO	Hr39	directAnnotation	gene is directly annotated	ENCFF075ULO	ENCFF075ULO	ENCFF075ULO	chip	2.0	Hr39	0	None	None	1	None	None
ENCFF569KQE	nom	directAnnotation	gene is directly annotated	ENCFF569KQE	ENCFF569KQE	ENCFF569KQE	chip	2.0	nom	0	None	None	1	None	None
ENCFF808FIU	nom	directAnnotation	gene is directly annotated	ENCFF808FIU	ENCFF808FIU	ENCFF808FIU	chip	2.0	nom	0	None	None	1	None	None
ENCFF775GTZ	nom	directAnnotation	gene is directly annotated	ENCFF775GTZ	ENCFF775GTZ	ENCFF775GTZ	chip	2.0	nom	0	None	None	1	None	None
ENCFF875DSA	E(spl)m3-HLH	directAnnotation	gene is directly annotated	ENCFF875DSA	ENCFF875DSA	ENCFF875DSA	chip	2.0	E(spl)m3-HLH	0	None	None	1	None	None
ENCFF696JEX	E(spl)m3-HLH	directAnnotation	gene is directly annotated	ENCFF696JEX	ENCFF696JEX	ENCFF696JEX	chip	2.0	E(spl)m3-HLH	0	None	None	1	None	None
ENCFF785KWZ	E(spl)m3-HLH	directAnnotation	gene is directly annotated	ENCFF785KWZ	ENCFF785KWZ	ENCFF785KWZ	chip	2.0	E(spl)m3-HLH	0	None	None	1	None	None
ENCFF250INP	CG6683	directAnnotation	gene is directly annotated	ENCFF250INP	ENCFF250INP	ENCFF250INP	chip	2.0	CG6683	0	None	None	1	None	None
ENCFF930DEF	CG6683	directAnnotation	gene is directly annotated	ENCFF930DEF	ENCFF930DEF	ENCFF930DEF	chip	2.0	CG6683	0	None	None	1	None	None
ENCFF209XEU	CG6683	directAnnotation	gene is directly annotated	ENCFF209XEU	ENCFF209XEU	ENCFF209XEU	chip	2.0	CG6683	0	None	None	1	None	None
ENCFF632KJO	Mondo	directAnnotation	gene is directly annotated	ENCFF632KJO	ENCFF632KJO	ENCFF632KJO	chip	2.0	Mondo	0	None	None	1	None	None
ENCFF842UXM	Mondo	directAnnotation	gene is directly annotated	ENCFF842UXM	ENCFF842UXM	ENCFF842UXM	chip	2.0	Mondo	0	None	None	1	None	None
ENCFF576LWD	Mondo	directAnnotation	gene is directly annotated	ENCFF576LWD	ENCFF576LWD	ENCFF576LWD	chip	2.0	Mondo	0	None	None	1	None	None
ENCFF315RLO	CG7786	directAnnotation	gene is directly annotated	ENCFF315RLO	ENCFF315RLO	ENCFF315RLO	chip	2.0	CG7786	0	None	None	1	None	None
ENCFF004LQS	CG7786	directAnnotation	gene is directly annotated	ENCFF004LQS	ENCFF004LQS	ENCFF004LQS	chip	2.0	CG7786	0	None	None	1	None	None
ENCFF202KEJ	CG7786	directAnnotation	gene is directly annotated	ENCFF202KEJ	ENCFF202KEJ	ENCFF202KEJ	chip	2.0	CG7786	0	None	None	1	None	None
ENCFF572ETW	unpg	directAnnotation	gene is directly annotated	ENCFF572ETW	ENCFF572ETW	ENCFF572ETW	chip	2.0	unpg	0	None	None	1	None	None
ENCFF264ZIY	unpg	directAnnotation	gene is directly annotated	ENCFF264ZIY	ENCFF264ZIY	ENCFF264ZIY	chip	2.0	unpg	0	None	None	1	None	None
ENCFF014FVD	unpg	directAnnotation	gene is directly annotated	ENCFF014FVD	ENCFF014FVD	ENCFF014FVD	chip	2.0	unpg	0	None	None	1	None	None
ENCFF608YUI	unpg	directAnnotation	gene is directly annotated	ENCFF608YUI	ENCFF608YUI	ENCFF608YUI	chip	2.0	unpg	0	None	None	1	None	None
ENCFF968UPL	ADD1	directAnnotation	gene is directly annotated	ENCFF968UPL	ENCFF968UPL	ENCFF968UPL	chip	2.0	ADD1	0	None	None	1	None	None
ENCFF157DER	ADD1	directAnnotation	gene is directly annotated	ENCFF157DER	ENCFF157DER	ENCFF157DER	chip	2.0	ADD1	0	None	None	1	None	None
ENCFF573MJN	ADD1	directAnnotation	gene is directly annotated	ENCFF573MJN	ENCFF573MJN	ENCFF573MJN	chip	2.0	ADD1	0	None	None	1	None	None
ENCFF174VNQ	pros	directAnnotation	gene is directly annotated	ENCFF174VNQ	ENCFF174VNQ	ENCFF174VNQ	chip	2.0	pros	0	None	None	1	None	None
ENCFF100QQP	pros	directAnnotation	gene is directly annotated	ENCFF100QQP	ENCFF100QQP	ENCFF100QQP	chip	2.0	pros	0	None	None	1	None	None
ENCFF839DMH	pros	directAnnotation	gene is directly annotated	ENCFF839DMH	ENCFF839DMH	ENCFF839DMH	chip	2.0	pros	0	None	None	1	None	None
ENCFF755ZJI	pros	directAnnotation	gene is directly annotated	ENCFF755ZJI	ENCFF755ZJI	ENCFF755ZJI	chip	2.0	pros	0	None	None	1	None	None
ENCFF390RBJ	jumu	directAnnotation	gene is directly annotated	ENCFF390RBJ	ENCFF390RBJ	ENCFF390RBJ	chip	2.0	jumu	0	None	None	1	None	None
ENCFF384JYQ	jumu	directAnnotation	gene is directly annotated	ENCFF384JYQ	ENCFF384JYQ	ENCFF384JYQ	chip	2.0	jumu	0	None	None	1	None	None
ENCFF705PLT	jumu	directAnnotation	gene is directly annotated	ENCFF705PLT	ENCFF705PLT	ENCFF705PLT	chip	2.0	jumu	0	None	None	1	None	None
ENCFF781MMB	jumu	directAnnotation	gene is directly annotated	ENCFF781MMB	ENCFF781MMB	ENCFF781MMB	chip	2.0	jumu	0	None	None	1	None	None
ENCFF253WAS	dsf	directAnnotation	gene is directly annotated	ENCFF253WAS	ENCFF253WAS	ENCFF253WAS	chip	2.0	dsf	0	None	None	1	None	None
ENCFF825WSF	dsf	directAnnotation	gene is directly annotated	ENCFF825WSF	ENCFF825WSF	ENCFF825WSF	chip	2.0	dsf	0	None	None	1	None	None
ENCFF579IVP	dsf	directAnnotation	gene is directly annotated	ENCFF579IVP	ENCFF579IVP	ENCFF579IVP	chip	2.0	dsf	0	None	None	1	None	None
ENCFF101RNH	Klf15	directAnnotation	gene is directly annotated	ENCFF101RNH	ENCFF101RNH	ENCFF101RNH	chip	2.0	Klf15	0	None	None	1	None	None
ENCFF994UCE	Klf15	directAnnotation	gene is directly annotated	ENCFF994UCE	ENCFF994UCE	ENCFF994UCE	chip	2.0	Klf15	0	None	None	1	None	None
ENCFF904QST	Klf15	directAnnotation	gene is directly annotated	ENCFF904QST	ENCFF904QST	ENCFF904QST	chip	2.0	Klf15	0	None	None	1	None	None
ENCFF647QZM	ash1	directAnnotation	gene is directly annotated	ENCFF647QZM	ENCFF647QZM	ENCFF647QZM	chip	2.0	ash1	0	None	None	1	None	None
ENCFF698RQU	ash1	directAnnotation	gene is directly annotated	ENCFF698RQU	ENCFF698RQU	ENCFF698RQU	chip	2.0	ash1	0	None	None	1	None	None
ENCFF176AEO	ash1	directAnnotation	gene is directly annotated	ENCFF176AEO	ENCFF176AEO	ENCFF176AEO	chip	2.0	ash1	0	None	None	1	None	None
